"restaurantID","name","address","alias","city","cuisine","insertedAtTimestamp","latitude","longitude","numReviews","phone","rating","zip_code"
"zb78ua-FlfFRj8v082giBw","Jimmy's House","[{""S"":""162 E 25th St""},{""S"":""New York, NY 10010""}]","jimmys-house-new-york","New York","chinese","2022-03-03 00:39:46.977376","40.74016","'-73.98256","134","'+12127257888","3.5","10010"
"aJRoZ0LtMHX66f2LbetSAQ","Ohbahm Pocha","[{""S"":""1645 Lemoine Ave""},{""S"":""Fort Lee, NJ 07024""}]","ohbahm-pocha-fort-lee-2","Fort Lee","korean","2022-03-03 00:45:05.689756","40.850811","'-73.970595","23","'+12013638900","4","07024"
"Ahx8GsuAGUl8TgqCWP7uXw","Temerario","[{""S"":""198 8th Ave""},{""S"":""New York, NY 10011""}]","temerario-new-york-2","New York","mexican","2022-03-03 00:40:04.311383","40.7434133400872","'-73.9996277220286","336","'+12126452100","4","10011"
"TaDgnJXD6m_7BM9kGFtkWw","BBF","[{""S"":""177 Ludlow St New York Ny""},{""S"":""New York, NY 10002""}]","bbf-new-york-2","New York","japanese","2022-03-03 00:42:47.800055","40.72193","'-73.98753","18","'+16464765088","3.5","10002"
"d_TC6Om2EBTzHVm_lCgNtg","Great NY Noodle Town","[{""S"":""28 Bowery""},{""S"":""New York, NY 10013""}]","great-ny-noodle-town-new-york","New York","chinese","2022-03-03 00:39:51.322082","40.7150363828814","'-73.9971172437072","1391","'+12123490923","3.5","10013"
"YE4pvo8ectzEaRYGqUgFcA","Felice 64","[{""S"":""1166 1st Ave""},{""S"":""New York, NY 10065""}]","felice-64-new-york","New York","italian","2022-03-03 00:40:36.048039","40.76256","'-73.9596","358","'+12125932223","4","10065"
"0nPCpOj_okwdhrNcSL-Ztw","786 Moon Light Grill","[{""S"":""91-81 111th St""},{""S"":""Richmond Hill, NY 11418""}]","786-moon-light-grill-richmond-hill","Richmond Hill","indian","2022-03-03 00:39:44.713924","40.69242","'-73.83469","5","'+17184873648","2.5","11418"
"kNxYppnUMQEBj7TU6burmg","Portofino Ristorante","[{""S"":""109-32 Ascan Ave""},{""S"":""Forest Hills, NY 11375""}]","portofino-ristorante-forest-hills-3","Forest Hills","italian","2022-03-03 00:41:18.138926","40.7189866692474","'-73.8398046791553","343","'+17182611239","3","11375"
"v9jVyul3V5cqUkQco-iq8Q","P F Chang's To Go","[{""S"":""885 Eighth Ave""},{""S"":""New York, NY 10019""}]","p-f-changs-to-go-new-york-8","New York","chinese","2022-03-03 00:39:52.271392","40.764147","'-73.98511","1","'+13322326707","4","10019"
"JRiHG5F7Dc3Ce1YKBet3wA","Abajo","[{""S"":""301 Church St""},{""S"":""New York, NY 10013""}]","abajo-new-york","New York","mexican","2022-03-03 00:40:21.455869","40.7191772","'-74.0043869","7","'+12129206270","3.5","10013"
"XcfZqLrXdABSZLViQ34VTw","Chelsea Ristorante","[{""S"":""108 8th Ave""},{""S"":""New York, NY 10011""}]","chelsea-ristorante-new-york","New York","italian","2022-03-03 00:41:01.506743","40.7405719","'-74.0017238","196","'+12129247786","3.5","10011"
"1hExlp5HwLJprynKpwlRGQ","Poke Bros","[{""S"":""700 Plaza Dr""},{""S"":""Ste 0131""},{""S"":""Secaucus, NJ 07094""}]","poke-bros-secaucus","Secaucus","japanese","2022-03-03 00:43:19.410689","40.78616","'-74.044942","9","'+12012102348","4.5","07094"
"XfOa_KyrV7JSFJMOKckGMg","Monte's Trattoria","[{""S"":""97 Macdougal St""},{""S"":""New York, NY 10012""}]","montes-trattoria-new-york-2","New York","italian","2022-03-03 00:40:35.574439","40.72959","'-74.0011","381","'+12122289194","4","10012"
"cxgM-1XqARYesvwqe7dW3Q","Porto peri Peri","[{""S"":""383 Market St""},{""S"":""Saddle Brook, NJ 07663""}]","porto-peri-peri-saddle-brook","Saddle Brook","indian","2022-03-03 00:39:40.973616","40.89732221159609","'-74.09553264251578","1","","1","07663"
"PEEw2ip9VrmiMBP4b6op_g","Govinda's Vegetarian Lunch","[{""S"":""305 Schermerhorn St""},{""S"":""Brooklyn, NY 11217""}]","govindas-vegetarian-lunch-brooklyn-4","Brooklyn","indian","2022-03-03 00:39:29.960555","40.68771","'-73.98241","177","'+17188556714","4.5","11217"
"nTCFXqiQPTvDfnAxHfA64A","Trattoria Tra di Noi","[{""S"":""622 East 187th St""},{""S"":""Bronx, NY 10458""}]","trattoria-tra-di-noi-bronx","Bronx","italian","2022-03-03 00:40:44.192301","40.85493","'-73.8869","161","'+17182951784","4","10458"
"GzY2EjCmGNgvRd7IE20fTA","Wei West","[{""S"":""235 Murray St""},{""S"":""New York, NY 10282""}]","wei-west-new-york","New York","korean","2022-03-03 00:44:42.746986","40.7149792560543","'-74.0148960394593","222","'+12127861300","3","10282"
"rHA9M0XOJL6O11xaEiDurA","New Kam Lai","[{""S"":""890 Amsterdam Ave""},{""S"":""New York, NY 10025""}]","new-kam-lai-new-york-3","New York","chinese","2022-03-03 00:39:52.897495","40.7988096","'-73.96714639885978","70","'+12127498990","3","10025"
"ZkpKRf_AenlKegg2-NSA3g","Royal Bangladesh Indian Restaurant","[{""S"":""93 1st Ave""},{""S"":""New York, NY 10003""}]","royal-bangladesh-indian-restaurant-new-york","New York","indian","2022-03-03 00:39:29.377006","40.726322","'-73.986648","225","'+12126746209","3","10003"
"XDboe1zVxSRRMgHObYULSA","Hong Kong Street Cart At Broadway Bites","[{""S"":""968 Avenue Of The Americas""},{""S"":""New York, NY 10001""}]","hong-kong-street-cart-at-broadway-bites-new-york","New York","chinese","2022-03-03 00:40:02.329739","40.750671","'-73.986755","1","","4","10001"
"iutTifH0Xy0UkN86vEvV2Q","Aria Wine Bar","[{""S"":""14 Bedford St""},{""S"":""West Village""},{""S"":""New York, NY 10014""}]","aria-wine-bar-new-york-6","New York","italian","2022-03-03 00:40:36.972124","40.7290058570751","'-74.0033128150578","38","'+12122424233","4.5","10014"
"C-8mGN7lt5rIraO5n-15ug","The Smith","[{""S"":""956 2nd Ave""},{""S"":""New York, NY 10022""}]","the-smith-new-york-2","New York","italian","2022-03-03 00:41:33.283946","40.755165","'-73.967868","2853","'+12126442700","4","10022"
"YvAeVNrMQGim9VTkilwUgA","Chinah FiDi","[{""S"":""100 Maiden Ln""},{""S"":""New York, NY 10038""}]","chinah-fidi-new-york","New York","chinese","2022-03-03 00:39:47.198594","40.706649","'-74.007166","62","","4.5","10038"
"bh_I5H4LYQNrJw5T9-lhVQ","Eddie Fancy Food","[{""S"":""8611 19th Ave""},{""S"":""Brooklyn, NY 11214""}]","eddie-fancy-food-brooklyn","Brooklyn","korean","2022-03-03 00:43:56.874170","40.6056042015553","'-74.0006862580776","49","'+17182341940","4.5","11214"
"rN347NNwQ0hDSlbedzI9BQ","Kai Sushi Asian Fusion","[{""S"":""1475 Williamsbridge Rd""},{""S"":""Bronx, NY 10461""}]","kai-sushi-asian-fusion-bronx","Bronx","korean","2022-03-03 00:45:05.640139","40.84362","'-73.84565","275","'+17188637900","4","10461"
"J9UA6rzI5WW_cDGjwDnF5g","Tsurutontan Udon Noodle Brasserie","[{""S"":""21 E 16th St""},{""S"":""New York, NY 10003""}]","tsurutontan-udon-noodle-brasserie-new-york","New York","korean","2022-03-03 00:43:41.854705","40.73678","'-73.9910699","2087","'+12129891000","4","10003"
"iq9_CMtUT1SwGcEL8fSDNQ","R Lounge at Two Times Square","[{""S"":""Two Times Square, 714 Seventh Avenue at W. 48th Street""},{""S"":""New York, NY 10036""}]","r-lounge-at-two-times-square-new-york","New York","mexican","2022-03-03 00:40:21.188142","40.759683705851","'-73.9845943450927","345","'+12122615114","4","10036"
"4XX-zF8h5Lvrr22_tqU6-Q","The River Café","[{""S"":""1 Water St""},{""S"":""Brooklyn, NY 11201""}]","the-river-café-brooklyn-3","Brooklyn","italian","2022-03-03 00:41:33.194370","40.70318","'-73.9946499","1186","'+17185225200","4","11201"
"CEEUDBFxvUPKGlA65qJ8JQ","Beatnic - Flatiron","[{""S"":""60 W 22nd St""},{""S"":""New York, NY 10010""}]","beatnic-flatiron-new-york-2","New York","indian","2022-03-03 00:39:31.079219","40.7418636","'-73.9929947","802","'+12122908000","4","10010"
"oowNI_aUmGEFa_VW8BFgRg","Tri Dim Shanghai","[{""S"":""1378 3rd Ave""},{""S"":""New York, NY 10075""}]","tri-dim-shanghai-new-york-2","New York","chinese","2022-03-03 00:39:45.299580","40.773951","'-73.957927","447","'+12125853388","4","10075"
"JnT0_EexmuZ0MWYFYzfBPg","Lovin Today","[{""S"":""257 Valley Blvd""},{""S"":""Wood-Ridge, NJ 07075""}]","lovin-today-wood-ridge","Wood-Ridge","indian","2022-03-03 00:39:38.438199","40.8511","'-74.08525","135","'+12017284994","4.5","07075"
"oXyPSK-GWPNv4W5ARFchMg","El Trancazo","[{""S"":""365 Fairview Ave""},{""S"":""Fairview, NJ 07022""}]","el-trancazo-fairview","Fairview","mexican","2022-03-03 00:40:14.410515","40.8107373","'-74.0010692","17","'+12019418102","4","07022"
"eby9pE6FzmwjoYRVzDpzew","Sette Mezzo","[{""S"":""969 Lexington Ave""},{""S"":""New York, NY 10021""}]","sette-mezzo-new-york","New York","italian","2022-03-03 00:41:03.309018","40.7693455389848","'-73.9627933502197","73","'+12124720400","4","10021"
"shKdDzoSFdaM7pNCV6nEYQ","Monarch Rooftop","[{""S"":""71 W 35th St""},{""S"":""New York, NY 10001""}]","monarch-rooftop-new-york-4","New York","mexican","2022-03-03 00:40:21.803546","40.7504117924","'-73.986808","744","'+12126309993","3.5","10001"
"GFxJmkqrqiF87e--ka_TlQ","Tipsy Shanghai Noodles","[{""S"":""342 7th Ave""},{""S"":""New York, NY 10001""}]","tipsy-shanghai-noodles-new-york-2","New York","chinese","2022-03-03 00:39:51.741959","40.74811","'-73.99306","1","'+12126609666","5","10001"
"hot1lIebdQNau05onRum7w","Otto Strada","[{""S"":""743 Park Ave""},{""S"":""Hoboken, NJ 07030""}]","otto-strada-hoboken-3","Hoboken","italian","2022-03-03 00:41:01.163537","40.7466038915745","'-74.0311605558891","374","'+12017928880","4","07030"
"6EskvVuvoQVyJ1CcRonIBQ","Roc N Ramen","[{""S"":""19 Anderson St""},{""S"":""New Rochelle, NY 10801""}]","roc-n-ramen-new-rochelle-4","New Rochelle","japanese","2022-03-03 00:43:26.701740","40.9109855646599","'-73.7809076403087","710","'+19143652267","4","10801"
"a9FMsfpcws3r411jO-TVQg","City Tamale","[{""S"":""150 West 52 St""},{""S"":""New York, NY 10019""}]","city-tamale-new-york","New York","mexican","2022-03-03 00:40:22.296062","40.76173","'-73.98215833","1","","4","10019"
"GbBmq42FMVX5dOteBm9mvw","Hot Breads","[{""S"":""134 Lexington Ave""},{""S"":""New York, NY 10016""}]","hot-breads-new-york","New York","indian","2022-03-03 00:39:30.851538","40.7431564331055","'-73.9824066162109","1","","4","10016"
"d6pcRMV1YUDFTKO_p9d-sA","Wong Kwong Hop","[{""S"":""85-27 Grand Ave""},{""S"":""Elmhurst, NY 11373""}]","wong-kwong-hop-elmhurst","Elmhurst","chinese","2022-03-03 00:39:53.596111","40.735727","'-73.88152","86","'+17182055537","4.5","11373"
"6i4PFQw19NJJc7GL2IkFLA","Blue Nile Healthy Foods","[{""S"":""621 Flatbush Ave""},{""S"":""Brooklyn, NY 11225""}]","blue-nile-healthy-foods-brooklyn","Brooklyn","indian","2022-03-03 00:39:39.710622","40.658222","'-73.960121","5","'+17184620461","4.5","11225"
"5tWpAFpF618KJxBhHJzF7g","E Noodle 粥麵館 - Chinatown","[{""S"":""5 Catherine St""},{""S"":""New York, NY 10038""}]","e-noodle-粥麵館-chinatown-new-york","New York","korean","2022-03-03 00:44:42.359386","40.71379","'-73.99731","124","'+12122268919","4","10038"
"nCH7SR7qXu0asO1GU3iqHw","The Press Lounge","[{""S"":""653 11th Ave""},{""S"":""Fl 16""},{""S"":""New York, NY 10036""}]","the-press-lounge-new-york-3","New York","italian","2022-03-03 00:41:48.514944","40.76452","'-73.99586","1127","'+12127572224","4","10036"
"hyKnC3_a86vaY2iZUkygWw","El Mariachi Restaurant","[{""S"":""3311 Broadway""},{""S"":""Astoria, NY 11106""}]","el-mariachi-restaurant-astoria-2","Astoria","mexican","2022-03-03 00:40:21.273016","40.7611304286653","'-73.9233571500763","241","'+17185454039","3.5","11106"
"IbB_7AxWQtDFW1iKnoD1Ug","BK JANI","[{""S"":""679 Grand St""},{""S"":""Brooklyn, NY 11211""}]","bk-jani-brooklyn-3","Brooklyn","indian","2022-03-03 00:39:29.977209","40.71165","'-73.94529","390","'+13474605110","4","11211"
"pMdhVoZuxIQGYOD8tsWMpA","Prabhu Kirpa Restaurant and Sweets","[{""S"":""13403 Rockaway Blvd""},{""S"":""South Ozone Park, NY 11420""}]","prabhu-kirpa-restaurant-and-sweets-south-ozone-park","South Ozone Park","indian","2022-03-03 00:39:40.057174","40.67483","'-73.80412","2","'+17187383030","5","11420"
"'-KxofS9wU64Kc8Xs0AeS2A","Sunny & Fine's Breakfast Burritos","[{""S"":""589 1st Ave""},{""S"":""New York, NY 10016""}]","sunny-and-fines-breakfast-burritos-new-york-7","New York","mexican","2022-03-03 00:40:23.597289","40.743668","'-73.97401","1","'+12122139199","5","10016"
"ujozQCThEuSfEXi5_6ZTPQ","Ramen Setagaya","[{""S"":""280 Bedford Ave""},{""S"":""Brooklyn, NY 11249""}]","ramen-setagaya-brooklyn","Brooklyn","japanese","2022-03-03 00:43:01.098645","40.7147999","'-73.96115","287","'+17182188508","4","11249"
"UK1oGbr8GU2rufpnJR4-HQ","Joe's Home of Soup Dumplings","[{""S"":""7 E 48th St""},{""S"":""between Fifth and Madison avenues""},{""S"":""New York, NY 10017""}]","joes-home-of-soup-dumplings-new-york","New York","chinese","2022-03-03 00:39:45.323470","40.75723","'-73.97702","171","'+12123333868","4.5","10017"
"7S29PyZooUoPS4x0IUiLTw","Busan Gukbap","[{""S"":""2444 Lemoine Ave""},{""S"":""Fort Lee, NJ 07024""}]","busan-gukbap-fort-lee","Fort Lee","korean","2022-03-03 00:43:41.635810","40.8639436","'-73.9621156","210","'+12019440300","4","07024"
"5faOK0osoS-zdEwT21S-Cg","Saravanaa Bhavan","[{""S"":""413 Amsterdam Ave""},{""S"":""New York, NY 10024""}]","saravanaa-bhavan-new-york-9","New York","indian","2022-03-03 00:39:28.577125","40.7835899","'-73.97777","383","'+12127217755","3","10024"
"mWS4umRg2AyykyAClMrIRw","The Penrose","[{""S"":""1590 2nd Ave""},{""S"":""New York, NY 10028""}]","the-penrose-new-york","New York","italian","2022-03-03 00:41:33.210933","40.775427","'-73.953115","1308","'+12122032751","4","10028"
"Hnph6trad_cJb-rULrN5og","Dangol","[{""S"":""160-30 Northern Blvd""},{""S"":""Flushing, NY 11358""}]","dangol-flushing","Flushing","korean","2022-03-03 00:44:12.307381","40.76217","'-73.80466","11","'+17183534006","4.5","11358"
"WiH4AnftXMuv6pI4X5Z7_A","Lahore Restaurant","[{""S"":""1277 Paterson Plank Rd""},{""S"":""Secaucus, NJ 07094""}]","lahore-restaurant-secaucus","Secaucus","indian","2022-03-03 00:39:39.258539","40.78977","'-74.05742","50","'+12012102311","3.5","07094"
"fuNopXJyttOnvIRo5Ht_Zw","Hiramasa","[{""S"":""1312 Madison Ave""},{""S"":""New York, NY 10128""}]","hiramasa-new-york","New York","japanese","2022-03-03 00:43:19.325547","40.78526","'-73.95579","4","'+12129701312","4","10128"
"jfNc9_Of6ojLl4DVG9QKCw","San Pedro Inn","[{""S"":""320 Van Brunt St""},{""S"":""Brooklyn, NY 11231""}]","san-pedro-inn-brooklyn-2","Brooklyn","mexican","2022-03-03 00:40:09.503915","40.67908","'-74.01106","33","'+17185763916","4","11231"
"LXhxAiLtNsFz1Edt8fFh3A","P.F. Chang's To Go","[{""S"":""62 Fulton St""},{""S"":""New York, NY 10038""}]","p-f-changs-to-go-new-york-4","New York","chinese","2022-03-03 00:40:02.683213","40.71005243005284","'-74.0068376","28","'+16469217328","3.5","10038"
"2_oy2iBeT0Rg-oz4f0GF1A","The Jeffrey Craft Beer & Bites","[{""S"":""311 E 60th St""},{""S"":""New York, NY 10022""}]","the-jeffrey-craft-beer-and-bites-new-york","New York","italian","2022-03-03 00:41:46.582981","40.7611","'-73.963","702","'+12123552337","4","10022"
"ymb0SvFrlcWm6k_Gx5SYcQ","Yuzu","[{""S"":""350 Lenox Ave""},{""S"":""New York, NY 10027""}]","yuzu-new-york","New York","japanese","2022-03-03 00:42:25.931742","40.80937","'-73.94399","207","'+16468613883","4","10027"
"BF6pY829iPBERt15CG1g3w","At Nine Restaurant & Bar","[{""S"":""592 9th Ave""},{""S"":""New York, NY 10036""}]","at-nine-restaurant-and-bar-new-york","New York","mexican","2022-03-03 00:40:14.543581","40.758697","'-73.992064","540","'+12122654499","4","10036"
"r_fUOUhz-pHZxFDV1hzy0w","Peasant","[{""S"":""194 Elizabeth St""},{""S"":""New York, NY 10012""}]","peasant-new-york","New York","italian","2022-03-03 00:41:31.381861","40.72171","'-73.99428","720","'+12129659511","4","10012"
"'-nDguLGH07wnUx2kFGCFTQ","Taco Azul","[{""S"":""10-08 Clintonville St""},{""S"":""Whitestone, NY 11357""}]","taco-azul-whitestone","Whitestone","mexican","2022-03-03 00:40:14.127339","40.792625","'-73.813127","207","'+19172852794","4","11357"
"czQm6Ull9V6b-64amhUMyA","Good Taste Restaurant","[{""S"":""3371 Broadway""},{""S"":""New York, NY 10031""}]","good-taste-restaurant-new-york","New York","chinese","2022-03-03 00:40:02.825258","40.8214624","'-73.9543845","58","'+12122818898","3.5","10031"
"OHGIja1letQMBZEAApXgTw","Yum Yum China","[{""S"":""83-25 Parsons Blvd""},{""S"":""Queens, NY 11432""}]","yum-yum-china-queens","Queens","chinese","2022-03-03 00:40:02.657650","40.71494","'-73.80722","2","'+17182914999","4.5","11432"
"WjI6oSe5IPHzr6b6fVoo6g","Hermana NYC","[{""S"":""349 E 13th St""},{""S"":""New York, NY 10003""}]","hermana-nyc-new-york","New York","mexican","2022-03-03 00:40:08.080351","40.73092","'-73.98335","8","'+19172658234","5","10003"
"cGqMEMQFtkB3hIGfLy2R3A","Bar Pitti","[{""S"":""268 Ave Of The Americas""},{""S"":""New York, NY 10014""}]","bar-pitti-new-york","New York","italian","2022-03-03 00:40:43.874085","40.729047","'-74.002153","1135","'+12129823300","3.5","10014"
"0swYoSo5LcLQ3z-3Uqw7eg","La Fortaleza - Clifton","[{""S"":""590 Lexington Ave""},{""S"":""Clifton, NJ 07011""}]","la-fortaleza-clifton-clifton","Clifton","mexican","2022-03-03 00:40:23.069033","40.880559","'-74.134572","247","'+19734787700","3.5","07011"
"pG-IkylRFOb-HlaD8NwvvQ","La Loteria","[{""S"":""29 7th Ave S""},{""S"":""New York, NY 10014""}]","la-loteria-new-york","New York","mexican","2022-03-03 00:40:04.063423","40.7307865530978","'-74.0041882564488","344","'+12128589096","4","10014"
"EL5Y6BSinmUte5VW4Eh54Q","Frank","[{""S"":""88 2nd Ave""},{""S"":""New York, NY 10003""}]","frank-new-york","New York","italian","2022-03-03 00:40:43.845867","40.7268483205383","'-73.9887172038649","739","'+12124200202","3.5","10003"
"3PabSEZ2ESexVFZznyozVw","Delice & Sarrasin","[{""S"":""20 Christopher St""},{""S"":""New York, NY 10014""}]","delice-and-sarrasin-new-york","New York","indian","2022-03-03 00:39:39.210204","40.73377","'-74.00065","472","'+12122437200","4","10014"
"aLM9irVFlNoVlS9dGuW_Lg","Amata","[{""S"":""209 E 56th St""},{""S"":""New York, NY 10022""}]","amata-new-york-2","New York","italian","2022-03-03 00:40:35.353291","40.759426","'-73.967063","89","'+12123080830","4","10022"
"C3OlQ_y5LcgboyaKlpETYA","Trattoria Casa Di Isacco","[{""S"":""536 9th Ave""},{""S"":""New York, NY 10018""}]","trattoria-casa-di-isacco-new-york","New York","italian","2022-03-03 00:40:36.153172","40.75686","'-73.99356","331","'+12125945408","4","10018"
"_3P3HQB513zGovhhN4uDQw","Za-Ya","[{""S"":""321 Starr St""},{""S"":""Brooklyn, NY 11237""}]","za-ya-brooklyn","Brooklyn","japanese","2022-03-03 00:42:47.625750","40.708065","'-73.920499","17","'+19294605929","5","11237"
"'-Gc5sTFxoXM3Tiv_dkSJZg","Cecconi's Dumbo","[{""S"":""55 Water St""},{""S"":""Brooklyn, NY 11201""}]","cecconis-dumbo-brooklyn","Brooklyn","italian","2022-03-03 00:40:36.358936","40.7033063330116","'-73.9916549604523","894","'+17186503900","3.5","11201"
"ZdDe1iwmJr6GQV5qyQT2wQ","Paradise Halal Meat & Grill","[{""S"":""184-18 Horace Harding Expy""},{""S"":""Queens, NY 11365""}]","paradise-halal-meat-and-grill-queens","Queens","indian","2022-03-03 00:39:44.955729","40.7396552067377","'-73.7893593683839","13","'+17183535060","2","11365"
"BEuZGvNlbM4tXq7YICyM6w","LuAnne's Wild Ginger All-Asian Vegan","[{""S"":""380 Broome St""},{""S"":""New York, NY 10013""}]","luannes-wild-ginger-all-asian-vegan-new-york","New York","korean","2022-03-03 00:44:58.110015","40.7204631","'-73.9964956","661","'+12129661883","4","10013"
"sDgN-TGeEz-wd8kWEUWwTA","VSPOT","[{""S"":""156 5th Ave""},{""S"":""Brooklyn, NY 11217""}]","vspot-brooklyn","Brooklyn","indian","2022-03-03 00:39:40.886945","40.67808","'-73.9795","716","'+17189288778","3.5","11217"
"dsxgbkIKyu7x7JgpAKeZPA","Tarallucci E Vino - Upper West Side","[{""S"":""475 Columbus Ave""},{""S"":""New York, NY 10024""}]","tarallucci-e-vino-upper-west-side-new-york","New York","italian","2022-03-03 00:41:10.586763","40.78436","'-73.9735","148","'+12123625454","3.5","10024"
"2F0onUXsdSunj3FN7YsxBw","Arthur Avenue","[{""S"":""New York, NY 10001""}]","arthur-avenue-new-york","New York","italian","2022-03-03 00:41:46.410526","40.8558807373047","'-73.8874588012695","9","","5","10001"
"e7krRmyE5upHv2gsEOdR8w","Mayamezcal","[{""S"":""304 E 6th St""},{""S"":""New York, NY 10003""}]","mayamezcal-new-york-2","New York","mexican","2022-03-03 00:40:07.684900","40.72711","'-73.98817","615","'+12122535888","4","10003"
"jj_SCEzBi_CdZWMTjTwf_Q","Monte's","[{""S"":""451 Carroll St""},{""S"":""Brooklyn, NY 11215""}]","montes-brooklyn-26","Brooklyn","italian","2022-03-03 00:41:48.355688","40.6775499","'-73.98724","160","'+17188527800","4","11215"
"P0mdWVHjsKMDF3NKeR0Weg","La Fortaleza","[{""S"":""335 Paterson Plank Rd""},{""S"":""Carlstadt, NJ 07072""}]","la-fortaleza-carlstadt","Carlstadt","mexican","2022-03-03 00:40:08.575901","40.83033616424823","'-74.08366475254297","105","'+12014600100","3","07072"
"vQe7_ZW_jBSWKtgSiXGIOA","Soup Dumpling Plus","[{""S"":""1550 Lemoine Ave""},{""S"":""Ste 109""},{""S"":""Fort Lee, NJ 07024""}]","soup-dumpling-plus-fort-lee","Fort Lee","chinese","2022-03-03 00:39:46.212690","40.84757","'-73.9706099","1083","'+12019440901","4.5","07024"
"yRJfv1ERRieWTX-uHCFDtg","Punjabi Indian & American Restaurant","[{""S"":""160-20 46th Ave""},{""S"":""Flushing, NY 11358""}]","punjabi-indian-and-american-restaurant-flushing","Flushing","indian","2022-03-03 00:39:31.063663","40.75367","'-73.80602","113","'+17183218429","3.5","11358"
"S9DvhHSe9V7cJaLQ5m5SjA","Good Health Cafe","[{""S"":""1435 1st Ave""},{""S"":""New York, NY 10021""}]","good-health-cafe-new-york-4","New York","indian","2022-03-03 00:39:41.057829","40.76948","'-73.95499","303","'+12125179898","4","10021"
"tRzgMtWOQfGUocgxjQgUvg","Little Italy Pizza","[{""S"":""958 3rd Ave""},{""S"":""New York, NY 10022""}]","little-italy-pizza-new-york-35","New York","italian","2022-03-03 00:41:32.661987","40.7605713","'-73.9674812","70","'+12123553434","3.5","10022"
"Q23LvHPuC9ajSbMEt8xoUw","Lucky Cat","[{""S"":""232 E 53rd St""},{""S"":""New York, NY 10022""}]","lucky-cat-new-york-2","New York","korean","2022-03-03 00:44:10.150026","40.7570162692229","'-73.9681779883895","375","'+12128385333","4","10022"
"afoHeLpkagNvjErwWqsbng","Quan Sushi Grill","[{""S"":""375 Broome St""},{""S"":""New York, NY 10013""}]","quan-sushi-grill-new-york","New York","japanese","2022-03-03 00:43:05.579900","40.72019892014898","'-73.9963402727686","183","'+12122263235","4","10013"
"9A2cDPA78es4Ecjd6VFZcA","Nene's Deli Taqueria","[{""S"":""14 Starr St""},{""S"":""Brooklyn, NY 11237""}]","nenes-deli-taqueria-brooklyn","Brooklyn","mexican","2022-03-03 00:40:21.407824","40.70018","'-73.92781","94","'+13474136684","4.5","11237"
"K54qUgd274Fj_LvHCjeSFw","Okinii","[{""S"":""216 Thompson St""},{""S"":""New York, NY 10012""}]","okinii-new-york","New York","japanese","2022-03-03 00:42:02.978545","40.72894","'-73.99911","322","'+15165043615","4","10012"
"sgfgT1gwDov90VZCwOYHpQ","Sang’s Kitchen","[{""S"":""260 Bergen Tpke""},{""S"":""Little Ferry, NJ 07643""}]","sang-s-kitchen-little-ferry","Little Ferry","korean","2022-03-03 00:44:32.849602","40.85595","'-74.03351","3","","4","07643"
"EBIjeMlkgU12CyCcUDj-kg","Shuko","[{""S"":""47 E 12th St""},{""S"":""New York, NY 10003""}]","shuko-new-york-2","New York","japanese","2022-03-03 00:42:25.588777","40.7334269431242","'-73.9914635674129","308","'+12122286088","4","10003"
"7yJ3fOQp3oj2xuDaUGD3_A","The Bowery Beer Garden","[{""S"":""93 Bowery""},{""S"":""New York, NY 10002""}]","the-bowery-beer-garden-new-york-6","New York","mexican","2022-03-03 00:40:31.384586","40.7171","'-73.99533","91","'+12123438111","3","10002"
"wv3-eFVYUaZo3XybsSnDIg","Mizu Sushi","[{""S"":""311 Bedford Ave""},{""S"":""Brooklyn, NY 11211""}]","mizu-sushi-brooklyn-2","Brooklyn","japanese","2022-03-03 00:43:05.251997","40.7133185","'-73.9618969","182","'+17187826666","3.5","11211"
"xiyNuUlD9tennjAzMoon8w","Bobwhite Counter","[{""S"":""150 Warren St""},{""S"":""Jersey City, NJ 07302""}]","bobwhite-counter-jersey-city-3","Jersey City","korean","2022-03-03 00:45:18.663132","40.7123084568659","'-74.0398424590443","185","'+12014346267","4.5","07302"
"WyiTT3VHjzowMnOnUpZ7TQ","Empellón","[{""S"":""510 Madison Ave""},{""S"":""New York, NY 10022""}]","empellón-new-york-3","New York","mexican","2022-03-03 00:40:04.047269","40.75972","'-73.97472","372","'+12123801215","4","10022"
"LZ8qWYoScZ_DlOg4QYfo4w","Amber","[{""S"":""1406 3rd Ave""},{""S"":""New York, NY 10075""}]","amber-new-york-36","New York","japanese","2022-03-03 00:43:05.395031","40.774973","'-73.957118","235","'+12122495014","3.5","10075"
"MwtXOkRUndPU-ivbtLD-bQ","Amura Japanese","[{""S"":""1567 2nd Ave""},{""S"":""New York, NY 10028""}]","amura-japanese-new-york","New York","korean","2022-03-03 00:44:33.235309","40.775001","'-73.9542","351","'+12127721688","4","10028"
"I38Coi15Xe0Cdbez_eqEkw","Happy Burrito","[{""S"":""211 E 14th St""},{""S"":""New York, NY 10003""}]","happy-burrito-new-york","New York","mexican","2022-03-03 00:40:24.492232","40.733142","'-73.986179","4","'+12123533728","3","10003"
"s1uT-RIpz6X3dN-n3NeAZA","Lodi Chinatown Gourmet Kitchen","[{""S"":""25 Washington St""},{""S"":""Lodi, NJ 07644""}]","lodi-chinatown-gourmet-kitchen-lodi","Lodi","chinese","2022-03-03 00:40:01.472839","40.8756476","'-74.0848824","67","'+19734720736","4","07644"
